"word1","word2","n"
"transportation","provider",473
"business","owners",471
"report","drinking",469
"social","club",469
"unlicensed","establishment",469
"academic","programs",466
"campus","locations",466
"including","campus",466
"locations","academic",466
"public","university",466
"university","system",466
"women","owned",466
"criminal","fingerprints",459
"natural","disasters",459
"city","trees",458
"destroying","city",458
"rent","security",458
"security","deposit",458
"bus","stop",456
"requests","submitted",456
"business","reopening",454
"reopening","workplace",454
"safety","guidelines",454
"worker","rights",454
"workplace","health",454
"car","repair",453
"based","violence",451
"domestic","intimate",451
"elder","abuse",451
"gender","based",451
"hygiene","publication",451
"intimate","partner",451
"mental","hygiene",451
"publication","check",451
"sex","trafficking",451
"stop","center",451
"violence","elder",451
"disabled","rent",447
"drie","programs",447
"friday","june",447
"june","18th",447
"june","19th",447
"saturday","june",447
"farmers","market",446
"unsanitary","conditions",445
"biological","parents",443
"certified","lab",443
"cost","dna",443
"dna","testing",443
"food","certificate",443
"replacement","request",443
"request","status",443
"testing","provided",443
"lawyer","including",442
"mentally","ill",442
"unlicensed","lawyer",442
"water","meters",440
"governor","kathy",439
"kathy","hochul",439
"building","past",437
"construction","jobs",437
"current","construction",437
"license","status",437
"skilled","trade",437
"trade","license",437
"building's","janitor",436
"residential","building's",436
"care","record",434
"health","hazards",433
"including","maps",431
"planning","publications",431
"publications","including",431
"price","gouging",430
"report","price",430
"anti","skid",427
"missing","anti",427
"noisy","missing",427
"shifted","noisy",427
"skid","material",427
"steel","street",427
"street","plate",427
"charitable","educational",423
"city's","traffic",423
"educational","medical",423
"religious","purposes",423
"renew","property",423
"inspection","procedures",418
"restaurant","inspection",418
"amr","devices",417
"automated","meter",417
"meter","reading",417
"reading","amr",417
"fraud","involving",416
"income","sales",416
"involving","sales",416
"payroll","cigarette",416
"personal","income",416
"report","tax",416
"sales","payroll",416
"tax","evasion",416
"federal","jury",415
"jury","duty",415
"arrest","warrant",414
"city","police",414
"warrant","issued",414
"construction","site",413
"owned","garage",413
"loose","syringes",411
"person","selling",411
"report","loose",411
"papers","required",407
"illegal","animal",406
"money","owed",406
"recovering","money",406
"waste","leaking",406
"medical","exam",405
"school","medical",405
"medical","care",402
"home","improvement",399
"technical","assistance",399
"owners","entrepreneurs",398
"city","parks",396
"truck","driver",396
"business","opportunities",394
"city","including",393
"contracts","programs",393
"including","contracts",393
"programs","payments",393
"conditions","caused",391
"health","department",391
"report","unsanitary",391
"including","syringes",390
"medical","waste",390
"waste","including",390
"perform","construction",384
"evacuation","zones",382
"hurricane","preparation",382
"opiate","overdose",380
"preventing","opiate",380
"add","outdoor",379
"annual","city",379
"city","event",379
"dca","online",379
"identity","theft",379
"individuals","prevent",379
"loan","programs",379
"online","services",379
"outdoor","seating",379
"prevent","identity",379
"repair","grant",379
"shred","fest",379
"control","training",378
"controlling","rats",378
"pest","control",378
"tobacco","products",378
"lead","exposure",377
"reduce","lead",377
"test","drinking",377
"official","directory",373
"maintenance","water",370
"safety","equipment",370
"building","demolition",366
"illegal","unsafe",366
"criminal","history",365
"attorney","records",362
"criminal","court",362
"department","online",362
"district","attorney",362
"history","searches",362
"online","licenses",362
"past","criminal",362
"request","past",362
"affordable","housing",361
"construction","material",361
"housing","applications",361
"store","construction",361
"violation","issue",358
"activity","assault",354
"city","employee",354
"illegal","activity",354
"suspected","wrongdoing",354
"detector","requirements",353
"monoxide","detector",353
"monoxide","emission",353
"poisoning","learn",353
"report","carbon",353
"person","defecating",346
"city","owned",341
"friends","caring",341
"person","60",341
"seniors","caring",341
"adoption","check",340
"adoption","subsidy",340
"care","request",340
"request","assistance",340
"subsidy","payments",340
"grass","clippings",336
"leaves","grass",336
"conditioner","ventilation",335
"exhaust","device",335
"ventilation","equipment",335
"business","operating",331
"home","instruction",328
"stop","shelter",326
"liquor","license",325
"30","days",323
"serve","food",323
"vacation","rentals",323
"window","guards",322
"damage","caused",321
"report","property",321
"cement","oil",319
"gasoline","cement",319
"grease","gasoline",319
"oil","sewage",319
"report","grease",319
"sewage","chemicals",319
"sewer","grate",319
"street","sewer",319
"including","fares",318
"site","safety",318
"taxis","including",318
"quit","smoking",317
"report","smoke",317
"storm","henri",316
"tropical","storm",316
"water","sprinkler",311
"sewage","overflow",310
"support","programs",309
"employment","verification",308
"lead","poisoning",308
"rules","regulations",308
"training","requirements",308
"improvement","contractor",305
"authority","bus",303
"bus","station",303
"bus","terminal",303
"george","washington",303
"port","authority",303
"washington","bus",303
"animal","odor",302
"create","space",302
"report","animal",302
"special","event",299
"rain","gardens",298
"fire","alarm",297
"recycling","rules",293
"illegal","change",292
"legal","certificate",292
"fireworks","event",291
"july","fireworks",291
"mattress","store",290
"businesses","including",289
"exchange","refund",289
"vehicle","stored",289
"ambulance","bill",288
"department","emergency",288
"emergency","medical",288
"medical","services",288
"services","ems",288
"illegal","defective",287
"improper","illegal",287
"unpermitted","gas",287
"deed","fraud",286
"report","deed",286
"care","expenses",285
"children","3",285
"household","incomes",285
"nyc","tax",285
"free","training",281
"public","tennis",281
"tennis","court",281
"september","16th",276
"service","dogs",276
"thursday","september",276
"yom","kippur",276
"nyc","department",275
"transportation","traffic",275
"truck","routes",275
"bugs","safely",274
"health","commissioner's",274
"nyc","health",274
"report","worker",274
"safely","including",274
"worker","health",274
"worker","safety",274
"city","sanitation",272
"damage","involving",272
"housing","online",272
"online","resources",272
"resources","services",272
"snow","plow",272
"truck","snow",272
"chronically","ill",269
"disabled","children",269
"install","radiation",269
"medical","referrals",269
"radiation","equipment",269
"referrals","health",269
"august","21",266
"concert","taking",266
"homecoming","concert",266
"love","nyc",266
"nyc","homecoming",266
"city","fire",265
"fire","code",265
"credit","bureaus",264
"credit","report",264
"free","credit",264
"safety","requirements",264
"bus","lanes",263
"bed","bug",262
"city","homeowner",261
"parentage","form",258
"business","certificate",257
"window","air",257
"nycha","fees",256
"parking","appliances",256
"nyc","teen",255
"connect","walk",254
"current","status",254
"families","includes",254
"people","troubled",254
"teen","website",254
"troubled","youth",254
"11","2001",250
"adult","home",250
"assisted","living",250
"driving","parking",250
"film","vehicles",250
"financial","compensation",250
"living","facility",250
"physical","health",250
"september","11",250
"terrorist","attack",250
"vehicles","driving",250
"sewer","charge",248
"information","report",247
"parole","information",247
"parole","officer",247
"parole","violation",247
"children","ages",245
"educational","programs",245
"head","start",245
"request","streetlight",243
"streetlight","installation",243
"curb","cut",242
"legal","papers",242
"serving","legal",242
"carryout","bags",241
"paper","bags",241
"plastic","carryout",241
"audio","video",240
"automotive","heating",240
"computer","equipment",240
"facility","apartment",240
"industrial","oil",240
"oil","spill",240
"private","home",240
"video","photo",240
"food","carts",239
"including","businesses",239
"property","transfer",239
"transfer","tax",239
"low","vision",238
"island","rail",236
"maintenance","issue",236
"manage","stormwater",236
"mta","transit",236
"pregnant","women",236
"rail","road",236
"rain","garden",236
"road","lirr",236
"sidewalks","report",236
"stormwater","runoff",236
"transit","ticket",236
"hurricane","henri",235
"pilot","program",235
"upcoming","program",235
"final","disposition",234
"official","court",234
"building","owners",232
"construction","projects",232
"debris","container",232
"healthy","food",231
"training","program",231
"care","payments",230
"safety","issue",230
"undocumented","immigrants",230
"family","homes",227
"private","schools",227
"damaged","sunken",226
"including","cigarettes",226
"payroll","information",226
"products","including",226
"sell","tobacco",226
"billing","issue",225
"service","disruption",225
"undisclosed","service",225
"2021","american",221
"american","rescue",221
"ehv","program",221
"emergency","housing",221
"housing","voucher",221
"plan","emergency",221
"rescue","plan",221
"voucher","ehv",221
"missing","window",220
"refuses","installation",220
"homeless","adult",217
"employer","identification",216
"federal","employer",216
"fema","notification",216
"flood","insurance",216
"including","requirements",216
"insurance","including",216
"notification","letters",216
"policy","rate",216
"requirements","policy",216
"spray","paint",215
"eligible","pregnant",213
"women","mothers",213
"dental","insurance",212
"intervention","program",212
"registration","system",211
"urban","development",211
"electric","scooter",209
"metro","north",209
"north","railroad",209
"scooter","pilot",209
"health","effects",208
"includes","youth",208
"sauna","maintenance",208
"youth","connect",208
"additional","language",206
"fire","safety",206
"interpretation","services",206
"language","services",206
"provide","translation",206
"construction","project",205
"building","sign",204
"existing","permit",204
"film","video",204
"photography","permit",204
"commercial","vehicle",203
"drain","underneath",203
"poll","worker",203
"age","55",201
"commercial","property",201
"hazardous","material",201
"roadway","sidewalk",201
"water","service",201
"bond","amount",200
"camera","judgment",200
"inmate's","bail",200
"vehicle's","registration",200
"lewd","act",196
"sexual","assault",196
"owned","property",195
"autopsy","report",194
"conducted","business",194
"legal","family",194
"school","transfer",194
"transfer","process",194
"reproductive","health",192
"retaining","wall",192
"administrative","code",191
"annual","report",191
"bicycle","safety",191
"bug","annual",191
"building","management",191
"city","charter",191
"including","bed",191
"maintenance","resources",191
"report","filing",191
"report","panhandling",191
"resources","including",191
"bike","rack",190
"term","setting",190
"limousine","black",189
"pedestrian","ramp",189
"offering","sexual",186
"assistance","programs",185
"gas","appliance",184
"hate","crime",184
"8","clients",183
"fire","report",183
"amtrak","trains",182
"crossing","guard",182
"current","home",182
"home","tbra",182
"tbra","tenants",182
"television","production",182
"tenants","participants",182
"travel","information",182
"care","professional",181
"including","volunteering",181
"professional","including",181
"vaccination","sites",181
"child","safety",180
"retail","liquor",180
"volunteer","opportunities",180
"car","wash",179
"commercial","car",179
"housing","quality",179
"quality","inspections",179
"training","required",178
"specific","department",177
"tax","credits",177
"aids","hospital",176
"dca","violation",176
"devices","including",176
"donate","buy",176
"food","establishment",176
"hearing","aids",176
"hospital","beds",176
"including","wheelchairs",176
"medical","devices",176
"public","facility",176
"restaurant","public",176
"safety","inspection",176
"sell","medical",176
"wheelchairs","hearing",176
"concrete","barrier",175
"crash","cushion",175
"cushion","guard",175
"guard","rail",175
"missing","crash",175
"bulging","cracked",174
"cracked","defective",174
"notice","telling",174
"repair","water",174
"telling","property",174
"water","pipes",174
"ground","floor",173
"report","prostitution",172
"artist","license",171
"card","company",171
"credit","card",171
"school","meals",171
"decals","posted",170
"report","signs",170
"sells","audio",170
"accept","complaints",169
"cooking","odor",169
"credit","funding",169
"credits","training",169
"funding","office",169
"infections","stis",169
"information","testing",169
"office","space",169
"profit","organizations",169
"sexually","transmitted",169
"space","tax",169
"transmitted","infections",169
"waterway","ferry",168
"york","waterway",168
"commercial","driving",167
"firearms","permit",166
"benefit","programs",165
"agency","fema",164
"bail","refund",164
"carts","report",164
"cash","bail",164
"emergency","management",164
"federal","emergency",164
"fema","id",164
"food","trucks",164
"incorrect","letter",164
"letter","grade",164
"letter","grading",164
"missing","fake",164
"refund","information",164
"restaurants","food",164
"violence","shelter",163
"alterations","require",162
"approved","hours",162
"beach","maintenance",162
"intoxicated","person",162
"require","permits",162
"boiler","inspections",161
"building's","dob",161
"care","agency",161
"dob","boiler",161
"propane","tank",161
"service","laundromat",161
"washes","clothes",161
"drunk","driving",160
"police","seized",160
"recently","released",159
"career","ladder",158
"ladder","program",158
"nurse","career",158
"academy","registration",157
"care","workers",157
"electronic","cigarettes",157
"health","academy",157
"maintain","city",157
"paid","care",157
"tree","beds",157
"cleaning","rules",156
"sidewalk","cleaning",156
"environmental","protection",155
"properly","secured",155
"report","misconduct",155
"alarm","box",154
"memorial","day",154
"paint","repair",154
"poisoning","lead",154
"poisoning","prevention",154
"ventilation","system",153
"york","suny",153
"adolescent","children",152
"helps","resolve",152
"land","data",152
"reducing","health",152
"resolve","conflict",152
"vacant","land",152
"city","taxes",151
"clearance","certificate",151
"debt","collection",151
"illegal","gambling",151
"industrial","properties",151
"paid","city",151
"rent","assistance",151
"training","programs",151
"car","seat",150
"free","car",150
"helps","unemployed",150
"seat","inspection",150
"correct","wages",149
"electricity","service",149
"heat","water",149
"recover","money",149
"released","inmates",149
"water","gas",149
"landlord","fraud",148
"phased","reopening",148
"reopening","guidelines",148
"report","tenant",148
"stored","incorrectly",147
"attachment","related",146
"file","attachment",146
"laundry","services",146
"public","spaces",146
"beer","wine",145
"license","tax",145
"retail","beer",145
"school","programs",145
"city's","efforts",144
"licensed","plumber",144
"exemption","listed",143
"job","training",143
"municipal","parking",143
"selling","alcohol",143
"sound","permit",143
"annual","registration",142
"commercial","spaces",142
"floor","commercial",142
"school","teacher",142
"accepts","requests",141
"anti","bullying",141
"beautify","public",141
"bullying","assistance",141
"gas","station",141
"lama","building",141
"mitchell","lama",141
"repair","shop",141
"report","school",141
"school","bullying",141
"school","services",141
"yorkers","start",141
"shots","required",140
"city","hotels",139
"hotels","restaurants",139
"poison","ivy",139
"report","poison",139
"report","sexual",139
"restaurants","attractions",139
"school","property",139
"specific","intersection",139
"grade","slope",138
"ground","level",138
"property's","grade",138
"property","damaged",137
"emergency","events",136
"accident","involving",135
"hire","vehicle",135
"insurance","information",135
"marriage","registration",135
"official","documentation",135
"registration","certificate",135
"request","insurance",135
"child","enrolled",134
"fireworks","displays",134
"legal","fireworks",134
"college","students",133
"fund","account",133
"hashanah","takes",133
"rosh","hashanah",133
"september","7th",133
"september","8th",133
"tuesday","september",133
"wednesday","september",133
"health","spa",131
"report","plumbing",131
"spa","membership",131
"collect","laundry",130
"brokers","including",129
"city's","assessment",129
"including","registration",129
"property's","market",129
"registration","information",129
"animal","shelter",128
"recycling","bins",128
"avoiding","cigarette",127
"business","avoiding",127
"cigarette","taxes",127
"deposit","money",127
"illegal","sale",127
"inmate","fund",127
"nycha","rent",126
"seized","vehicle",125
"surplus","auto",125
"vehicle","auctions",125
"city","vehicle",124
"electronic","equipment",124
"purchasing","city",124
"range","hood",124
"educational","support",123
"refund","law",123
"report","dense",123
"visible","smoke",123
"community","college",121
"noisy","manhole",121
"blocked","damaged",120
"damaged","dangling",120
"dangling","missing",120
"electronic","sign",120
"highway","sign",120
"overhead","electronic",120
"daylight","saving",119
"install","locks",119
"linknyc","kiosk",119
"saving","time",119
"damaged","pedestrian",118
"families","move",118
"homeless","families",118
"tax","matters",118
"adult","day",117
"childhood","lead",116
"deceptive","advertising",116
"exploit","immigrants",116
"fishing","license",116
"fraudulent","schemes",116
"lead","law",116
"lead","prevention",116
"prevention","act",116
"report","individuals",116
"demand","occupations",115
"health","clinics",115
"infant","child",115
"automobile","business",114
"business","track",114
"free","swim",114
"loud","party",114
"paint","odor",114
"public","pools",114
"report","spray",114
"swim","programs",114
"institutional","address",113
"recycling","services",113
"request","trash",113
"adults","aged",112
"aged","60",112
"bicycle","helmet",112
"bill","rate",112
"delivery","service",112
"free","bicycle",112
"meal","deliveries",112
"meal","delivery",112
"payment","policy",112
"puerto","rico",112
"rate","increases",112
"temporary","meal",112
"report","misleading",111
"tow","vehicles",111
"awning","permits",110
"billboard","building",110
"machine","ballot",110
"site","voting",110
"voting","machine",110
"write","english",110
"permit","required",109
"red","lights",109
"running","red",109
"vehicles","running",109
"alzheimer's","disease",108
"disease","including",108
"living","arrangements",108
"term","care",108
"based","food",107
"classes","learn",107
"compost","related",107
"food","scrap",107
"health","speaker",107
"missing","overflowing",107
"naturalization","citizenship",107
"neighborhood","based",107
"related","workshops",107
"scrap","drop",107
"collection","business",106
"access","cover",105
"aids","counseling",105
"counseling","testing",105
"damaged","sewer",105
"denial","removal",105
"irs","employee",105
"line","repair",105
"noisy","utility",105
"prescription","drugs",105
"private","towing",105
"service","line",105
"sewer","service",105
"towing","services",105
"treatment","services",105
"utility","access",105
"commercial","vehicles",104
"offering","tax",104
"parking","commercial",104
"person","offering",104
"preparation","services",104
"residential","streets",104
"tax","preparation",104
"category","complaint",103
"complaint","type",103
"location","category",103
"united","nations",103
"beautify","nyc",102
"employment","activities",102
"excel","academically",102
"occupancy","tax",102
"preventing","window",102
"required","employment",102
"vehicle","permit",102
"window","falls",102
"acid","laser",101
"box","cutters",101
"bring","items",101
"businesses","schools",101
"city","install",101
"city","university",101
"city's","laws",101
"cutters","etching",101
"educational","events",101
"emergency","plan",101
"emergency","preparedness",101
"etching","acid",101
"excelsior","scholarship",101
"free","tuition",101
"housing","discrimination",101
"including","tips",101
"laser","pointers",101
"paint","tobacco",101
"pointers","spray",101
"preparedness","including",101
"resolve","disputes",101
"schools","students",101
"selling","box",101
"store","selling",101
"tips","educational",101
"york","cuny",101
"alarm","range",100
"heroes","ticker",100
"hometown","heroes",100
"hood","suppression",100
"installation","inspection",100
"july","7",100
"leaking","plumbing",100
"legionnaires","disease",100
"parade","taking",100
"plan","tpp",100
"protection","plan",100
"rubber","tires",100
"safe","construction",100
"standpipe","installation",100
"tape","parade",100
"tenant","protection",100
"ticker","tape",100
"tpp","information",100
"u.s","census",100
"food","allergies",99
"highway","speed",99
"protecting","customers",99
"speed","limits",99
"dcas","managed",98
"distancing","violation",98
"federal","government",98
"free","public",98
"government","jobs",98
"including","civil",98
"jobs","including",98
"managed","building",98
"public","wi",98
"wi","fi",98
"clinic","run",97
"human","rights",97
"lanes","designated",97
"multiple","people",97
"notary","public",97
"passenger","vehicles",97
"public","programs",97
"published","materials",97
"required","permit",97
"rights","public",97
"support","services",97
"traffic","lanes",97
"affect","residential",96
"boiler","permits",96
"collapsed","sidewalk",96
"consumer","information",96
"inspection","report",96
"laws","rules",96
"recent","laws",96
"required","boiler",96
"tax","exemptions",96
"woman","owned",96
"apartment","registration",95
"bright","lights",95
"business","requirements",95
"city","rental",95
"including","apartment",95
"lot","shining",95
"owned","parking",95
"parking","facility",95
"payment","issues",95
"registration","tenant",95
"report","bright",95
"tenant","disputes",95
"affairs","license",94
"city","marshal",94
"direct","people",94
"impaired","seniors",93
"physically","impaired",93
"sell","taxable",93
"tangible","personal",93
"taxable","services",93
"taxable","tangible",93
"water","backflow",93
"annual","boiler",92
"barber","shop",92
"boiler","inspection",92
"excavate","property",92
"violation","issued",92
"apartments","legally",91
"cellar","apartments",91
"cypress","hills",91
"exemptions","abatements",91
"hills","renovate",91
"homeowners","including",91
"including","eligibility",91
"coverage","financial",90
"door","attached",90
"11","98",89
"98","facade",89
"aerial","vehicle",89
"broken","bike",89
"bronx","homeowners",89
"brooklyn","southeast",89
"building","facade",89
"central","brooklyn",89
"diabetes","developed",89
"diabetes","including",89
"drone","formally",89
"facade","inspections",89
"facade","safety",89
"including","diabetes",89
"including","mortgage",89
"law","11",89
"mortgage","fraud",89
"north","bronx",89
"required","building",89
"retail","stores",89
"safety","program",89
"scams","unmet",89
"school","building",89
"southeast","queens",89
"unmanned","aerial",89
"unmet","repairs",89
"vehicle","uav",89
"care","preventative",88
"city","supported",88
"emergency","relief",88
"health","screenings",88
"hot","tub",88
"mammogram","prenatal",88
"pool","sauna",88
"prenatal","care",88
"preventative","care",88
"sauna","hot",88
"spray","ground",88
"supported","emergency",88
"tub","steam",88
"brooklyn","manhattan",87
"certification","program",87
"current","inmates",87
"discharge","papers",87
"jail","release",87
"pay","checks",87
"request","jail",87
"appointment","register",85
"backflow","program",85
"bicycle","shop",85
"bike","map",85
"city","bike",85
"cross","connection",85
"deteriorated","vacant",85
"examination","appointment",85
"homes","initiative",85
"hpd's","zombie",85
"income","homeowners",85
"location","added",85
"pedestrian","bridges",85
"plan","examination",85
"plan","examiner",85
"request","consultation",85
"shop","location",85
"zombie","homes",85
"landmark","building",84
"assistance","information",83
"bisexual","transgender",83
"gay","bisexual",83
"group's","television",83
"lesbian","gay",83
"media","group's",83
"nyc","media",83
"trash","collection",83
"automated","external",82
"cat","initiative",82
"city's","gardening",82
"community","cats",82
"external","defibrillator",82
"feral","cat",82
"gardening","program",82
"initiative","nycfci",82
"nyc","feral",82
"protection","speaker",82
"supreme","courts",82
"19","capacity",81
"building","excavation",81
"capacity","rules",81
"cardiopulmonary","resuscitation",81
"cashing","business",81
"check","cashing",81
"department","request",81
"education","speaker",81
"email","claiming",81
"free","class",81
"nearby","building",81
"outdoor","health",81
"quality","safety",81
"report","restaurant",81
"rules","related",81
"safety","education",81
"scam","email",81
"violating","covid",81
"disabled","homeowners",80
"flood","zone",80
"governors","island",80
"specific","properties",80
"trauma","scene",80
"york","harbor",80
"zone","designations",80
"billboard","poster",79
"commercial","enforcement",79
"enforcement","routing",79
"fabric","sign",79
"flexible","fabric",79
"follow","permit",79
"owned","public",79
"permit","regulations",79
"plaza","privately",79
"pocket","park",79
"poorly","maintained",79
"posted","hours",79
"property","request",79
"public","plaza",79
"routing","sticker",79
"space","pops",79
"public","citybench",78
"events","including",77
"food","waste",77
"health","patients",77
"including","travel",77
"individuals","parents",77
"lgbtq","individuals",77
"organized","crime",77
"questioning","lgbtq",77
"report","organized",77
"severe","weather",77
"travel","advisories",77
"treatment","plans",77
"upcoming","severe",77
"weather","events",77
"job","placement",76
"minors","overcrowded",76
"condo","declaration",75
"invasive","plant",75
"operations","fares",75
"plant","species",75
"rental","agency",75
"report","invasive",75
"restaurant","business",75
"service","operations",75
"abuse","registry",74
"animal","abuse",74
"child's","adoption",74
"city","council",74
"federal","health",74
"homeless","shelters",74
"human","service",74
"service","benefit",74
"basin","installation",73
"census","bureau",73
"fake","proof",73
"nyc","housing",73
"recruiting","transporting",73
"survey","conducted",73
"transporting","selling",73
"vacancy","survey",73
"11","memorial",72
"9","11",72
"car","rental",72
"storage","unit",72
"trade","center",72
"world","trade",72
"bug","prevention",71
"buildings","id",71
"control","brochure",71
"cream","truck",71
"free","crib",71
"ice","cream",71
"landmark","buildings",71
"penalized","department",71
"repair","electronic",71
"report","music",71
"attendance","requirements",70
"recreational","facilities",70
"sell","audio",70
"student","attendance",70
"19","antibodies",69
"center","health",69
"health","program",69
"awning","canopy",68
"canopy","marquee",68
"dumping","clean",68
"electronic","cigarette",68
"eligible","department",68
"homeless","services",68
"littering","signs",68
"officer","similar",68
"public","officer",68
"services","clients",68
"storm","enclosure",68
"advice","loan",67
"alcohol","file",67
"city","landmarks",67
"empowerednyc","program",67
"escalator","codes",67
"free","video",67
"historic","sites",67
"incarcerated","loved",67
"loan","referrals",67
"management","advice",67
"participating","public",67
"public","libraries",67
"sell","alcohol",67
"sell","items",67
"video","visitation",67
"visitation","service",67
"accept","cash",66
"automated","teller",66
"ferry","terminals",66
"gather","indoors",66
"loan","company",66
"machine","atm",66
"streets","parks",66
"subways","streets",66
"teller","machine",66
"cleaner","form",65
"construction","sites",65
"electric","vehicles",65
"existing","bus",65
"improvement","salesperson",65
"residential","driveway",65
"salesperson","license",65
"tissue","donor",65
"flammable","liquids",64
"jersey","transit",64
"rechargeable","batteries",64
"train","system",64
"transit","bus",64
"fast","food",63
"healthcare","decisions",63
"nyc","condoms",63
"rape","incest",63
"request","nyc",63
"request","social",63
"restaurants","bars",63
"sex","offender",63
"travel","agency",63
"abandoned","properties",62
"advertising","abandoned",62
"aging","speaker",62
"close","water",62
"design","construct",62
"emergency","transfer",62
"green","infrastructure",62
"green","roofs",62
"infrastructure","practices",62
"licensed","money",62
"list","advertising",62
"maintain","sustainable",62
"money","transmitter",62
"multiagency","effort",62
"nycha","emergency",62
"public","cemetery",62
"sewer","pipes",62
"sexual","abuse",62
"sustainable","green",62
"transfer","information",62
"transmitter","business",62
"treatment","plant",62
"truck","traffic",62
"violence","sexual",62
"water","taps",62
"wet","connections",62
"cats","dogs",61
"hazardous","materials",61
"houses","cats",61
"parking","cards",61
"pet","shop",61
"rules","programs",61
"sells","grooms",61
"supervised","living",61
"traffic","safety",61
"construct","pipe",60
"cooling","systems",60
"debris","oil",60
"electrical","wiring",60
"escalator","inspector",60
"floating","debris",60
"gasoline","sewage",60
"install","electrical",60
"island","railway",60
"oil","gasoline",60
"pipe","scaffolding",60
"public","assembly",60
"report","floating",60
"report","gunfire",60
"unusual","color",60
"air","pollution",59
"alert","devices",59
"congestion","surcharge",59
"defective","metal",59
"hire","vehicles",59
"medical","alert",59
"metal","sidewalk",59
"provide","recommendations",59
"sidewalk","grating",59
"buildings","notice",58
"bulletins","guides",58
"defaced","unreadable",58
"donate","blood",58
"eating","healthy",58
"offer","services",58
"reducing","unwanted",58
"unwanted","mail",58
"authorized","parking",57
"benchmarking","law",57
"burning","garbage",57
"efficiency","grade",57
"energy","efficiency",57
"grade","requirements",57
"illegal","incinerator",57
"law","84",57
"law","energy",57
"licensing","permits",57
"medicare","fraud",57
"nyc","benchmarking",57
"offers","cash",57
"operating","guidelines",57
"parking","space",57
"police","precinct",57
"report","burning",57
"advanced","english",56
"avoid","internet",56
"buildings","dob",56
"city","comptroller",56
"dob","document",56
"english","language",56
"false","information",56
"firearm","licenses",56
"internet","scams",56
"language","learners",56
"people","traveling",56
"school","renovation",56
"sell","electronic",56
"workers","compensation",56
"bronx","brooklyn",55
"county","names",55
"extinguisher","servicing",55
"fire","extinguisher",55
"health","information",55
"manhattan","queens",55
"meter","inspector",55
"portable","fire",55
"protection","dep",55
"wastewater","treatment",55
"accept","reports",54
"breaking","recycling",54
"business","suffering",54
"conditions","operating",54
"derrick","operation",54
"metal","barricade",54
"pack","food",54
"permit","license",54
"permit","violating",54
"pet","store",54
"police","sawhorse",54
"prepare","store",54
"process","prepare",54
"sawhorse","cement",54
"sidewalk","valve",54
"sold","directly",54
"suffering","physically",54
"unhealthy","animal",54
"valve","covers",54
"violating","city",54
"botanical","gardens",53
"communicable","disease",53
"dessert","machine",53
"doctor","nurse",53
"employment","agency",53
"free","mediation",53
"frozen","dessert",53
"horse","stable",53
"job","assistance",53
"life","disputes",53
"mediation","service",53
"nightlife","establishments",53
"people","previously",53
"permanent","housing",53
"provide","job",53
"relief","scams",53
"repairs","electronic",53
"resolving","quality",53
"service","dedicated",53
"anti","sexual",52
"free","food",52
"harassment","training",52
"law","requiring",52
"live","safely",52
"qualifying","people",52
"suny","colleges",52
"tailed","deer",52
"white","tailed",52
"16","24",51
"action","process",51
"ages","16",51
"arts","beautify",51
"childhood","including",51
"collect","personal",51
"deferred","action",51
"earn","2,000",51
"flavored","tobacco",51
"gracie","mansion",51
"household","debts",51
"hurricane","sandy",51
"landlords","brokers",51
"learning","disabilities",51
"lease","vacant",51
"neon","arts",51
"neon","summer",51
"petting","zoo",51
"potter's","field",51
"property","managers",51
"receiving","rental",51
"selling","flavored",51
"service","referrals",51
"summer","employment",51
"vacant","apartments",51
"yorkers","receiving",51
"youth","ages",51
"1","2",50
"8","landlords",50
"animal","facility",50
"appointment","online",50
"boarding","facility",50
"building","facility",50
"city","bills",50
"classroom","learning",50
"current","nycha",50
"distributing","flyers",50
"educational","program",50
"facility","petting",50
"fees","online",50
"government","employee",50
"groomer","horse",50
"including","vehicles",50
"including","women",50
"individual","distributing",50
"investigate","asbestos",50
"kennel","groomer",50
"learning","tutoring",50
"local","emergencies",50
"nyc","residents",50
"official","building",50
"owned","garbage",50
"owned","minority",50
"owner's","family",50
"posting","signs",50
"private","carter",50
"property","including",50
"public","official",50
"sends","messages",50
"shelter","kennel",50
"specific","educational",50
"stable","boarding",50
"support","businesses",50
"unpermitted","animal",50
"unregistered","1",50
"workshops","assistance",50
"federal","tax",49
"food","workers",49
"lien","sales",49
"protects","retail",49
"recovery","programs",49
"sandy","recovery",49
"school","youth",49
"sewer","debt",49
"snap","benefits",49
"standpipe","system",49
"system","testing",49
"tax","information",49
"accept","snap",48
"benefit","public",48
"care","options",48
"city","highway",48
"commission","tlc",48
"information","yellowcabnyc.com",48
"limousine","commission",48
"official","website",48
"public","playgrounds",48
"reduce","air",48
"taxi","information",48
"tlc","website",48
"bent","broken",47
"bicycle","lane",47
"cellar","door",47
"construction","professionals",47
"damaged","bent",47
"electrician's","license",47
"handles","bankruptcy",47
"horse","drawn",47
"island","yankees",47
"multiple","dwellings",47
"nypd","custody",47
"report","sidewalk",47
"safe","lead",47
"schedule","ticket",47
"sidewalk","cellar",47
"stadium","tour",47
"street","bicycle",47
"tour","information",47
"unprotected","damaged",47
"york","yankees",47
"100","employees",46
"breast","examinations",46
"clinics","offering",46
"community","connect",46
"cooking","oil",46
"cool","roof",46
"cool","roofs",46
"cost","cool",46
"defective","speed",46
"eligible","building",46
